Database,Admin,Table,UserAccount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UserCode,OldUserCode,UserName,LoginName,BranchCode,DepartmentCode,Position,MainLanguage,UserPhone,PhoneNumber,Remark,UserAccountStatus,UserCanChangePassword,PasswordNeverExpire,ChangePasswordWhenLogin,EnforcePasswordHistory,MaximumPasswordAge,MinimumPasswordAge,MinimumPasswordLength,PasswordComplexityRequirements,TimeZone,ThousandSeparateCharacter,DecimalSeparateCharacter,DateFormat,LongDateFormat,TimeFormat,LockoutDur,LockoutTthrs,ResetLockout,PolicyId,ExpireDate,Email,IsOnline,Avatar,UpdatedOnUtc,CreatedOnUtc,Id
00011,,Teller 002,teller002,003,00003,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,5user7@gmail.com,Y,,,,0
00012,,Teller 003,teller003,004,00004,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,6user7@gmail.com,Y,,,,0
00013,,Teller 004,teller004,004,00004,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,7user7@gmail.com,Y,,,,0
00014,,Teller 005,teller005,005,00005,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,8user7@gmail.com,Y,,,,0
00015,,Teller 006,teller006,005,00005,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,9user7@gmail.com,Y,,,,0
00016,,Teller 007,teller007,006,00006,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,10user7@gmail.com,Y,,,,0
00017,,Teller 008,teller008,006,00006,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,11user7@gmail.com,Y,,,,0
00018,,Teller 009,teller009,009,00009,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,12user7@gmail.com,Y,,,,0
00019,,Teller 010,teller010,009,00009,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,13user7@gmail.com,Y,,,,0
00020,,Manager 001,manager001,003,00003,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,14user7@gmail.com,Y,,,,0
00021,,Manager 002,manager002,003,00003,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,15user7@gmail.com,Y,,,,0
00022,,Manager 003,manager003,004,00004,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,16user7@gmail.com,Y,,,,0
00023,,Manager 004,manager004,004,00004,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,17user7@gmail.com,Y,,,,0
00024,,Manager 005,manager005,005,00005,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,18user7@gmail.com,Y,,,,0
00025,,Manager 006,manager006,005,00005,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,19user7@gmail.com,Y,,,,0
00026,,Manager 007,manager007,006,00006,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,20user7@gmail.com,Y,,,,0
00027,,Manager 008,manager008,006,00006,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,21user7@gmail.com,Y,,,,0
00028,,Manager 009,manager009,009,00009,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,22user7@gmail.com,Y,,,,0
00029,,Manager 010,manager010,009,00009,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,23user7@gmail.com,Y,,,,0
00030,,Manager 011,manager011,001,00001,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,24user7@gmail.com,Y,,,,0
00031,,Manager 012,manager012,001,00001,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,25user7@gmail.com,Y,,,,0
00032,,Manager 013,manager013,001,00001,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,26user7@gmail.com,Y,,,,0
00033,,Manager 014,manager014,001,00001,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,27user7@gmail.com,Y,,,,0
00034,,Manager 015,manager015,001,00001,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,28user7@gmail.com,Y,,,,0
00035,,Manager 016,manager016,001,00001,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,29user7@gmail.com,Y,,,,0
00036,,Manager 017,manager017,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,30user7@gmail.com,Y,,,,0
00037,,Manager 018,manager018,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,31user7@gmail.com,Y,,,,0
00038,,Manager 019,manager019,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,32user7@gmail.com,Y,,,,0
00039,,Manager 020,manager020,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,33user7@gmail.com,Y,,,,0
00040,,Manager 021,manager021,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,34user7@gmail.com,Y,,,,0
00041,,Manager 022,manager022,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,35user7@gmail.com,Y,,,,0
00042,,Teller 011,teller011,001,00001,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,36user7@gmail.com,Y,,,,0
00043,,Teller 012,teller012,001,00001,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,37user7@gmail.com,Y,,,,0
00044,,Teller 013,teller013,001,00001,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,38user7@gmail.com,Y,,,,0
00045,,Teller 014,teller014,001,00001,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,39user7@gmail.com,Y,,,,0
00046,,Teller 015,teller015,001,00001,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,40user7@gmail.com,Y,,,,0
00047,,Teller 016,teller016,001,00001,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,41user7@gmail.com,Y,,,,0
00048,,Teller 017,teller017,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,42user7@gmail.com,Y,,,,0
00049,,Teller 018,teller018,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,43user7@gmail.com,Y,,,,0
00050,,Teller 019,teller019,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,44user7@gmail.com,Y,,,,0
00051,,Teller 020,teller020,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,45user7@gmail.com,Y,,,,0
00052,,Teller 021,teller021,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,46user7@gmail.com,Y,,,,0
00053,,Teller 022,teller022,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,47user7@gmail.com,Y,,,,0
00054,,Manager 111,manager111,008,00008,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,48user7@gmail.com,Y,,,,0
00055,,Manager 112,manager112,008,00008,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,49user7@gmail.com,Y,,,,0
00056,,Manager 113,manager113,008,00008,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,50user7@gmail.com,Y,,,,0
00057,,Manager 114,manager114,008,00008,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,51user7@gmail.com,Y,,,,0
00058,,Manager 115,manager115,008,00008,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,52user7@gmail.com,Y,,,,0
00059,,Manager 116,manager116,008,00008,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,53user7@gmail.com,Y,,,,0
00060,,Teller 111,teller111,008,00008,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,54user7@gmail.com,Y,,,,0
00061,,Teller 112,teller112,008,00008,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,55user7@gmail.com,Y,,,,0
00062,,Teller 113,teller113,008,00008,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,56user7@gmail.com,Y,,,,0
00063,,Teller 114,teller114,008,00008,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,57user7@gmail.com,Y,,,,0
00064,,Teller 115,teller115,008,00008,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,58user7@gmail.com,Y,,,,0
